feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,class
1.6266145194124702,-0.028332159967424886,-1.4431836463388203,-1.0074474225321426,-0.9890931874530339,1.2026268665023652,-0.03821100860753991,-1.2986162060870807,0
1.7213563931749072,-0.1376755328178496,-1.322592575356877,-1.3331873139441632,-0.7237134948253889,0.8432851617350343,-0.5884953463409136,0.06668242507100379,0
2.9440978158832647,0.1978707745078978,-2.2570250234988123,1.0327889172814242,-4.104693174910682,4.716114748333288,-0.3808134941309214,-1.3938245836884766,0
2.2147925834029856,0.08995640647369196,-1.8729673397113968,0.6873797499757384,-3.0801330971211076,3.5158655289623497,-0.6921049095257894,-0.28196385400969143,0
1.8696807390737225,-1.1252826364943047,-0.5417235279645065,1.0839786398834526,-2.499710238223674,1.931479678316961,-1.4897774550608072,1.2985805188470818,0
0.8240910095952323,1.077814194992364,-0.8513908237069389,-1.1493407233097368,-0.09111932339060447,0.95218123199319,-1.02956585100242,0.7936553833614273,0
0.3051865230552483,1.6121933641910513,-0.3061689310576138,-0.13102945571818192,-0.37776301298611875,1.5489905617957573,-0.3956272247121347,-3.4499238289650997,0
-1.2739322908413904,3.733108470332606,0.26604916552178093,-1.2600232466735184,1.8719036790754087,0.5739215438891407,-2.24935567909493,-0.31191604500623926,0
0.49237622182562724,-0.24736008825275202,0.5575315712645428,0.4651086900781105,-0.521729727607968,0.3334577148137577,-1.6205565266826991,-0.31620215862559803,0
0.32705523800851677,2.247615076788767,-0.3308855037271372,0.9401686856981326,-1.3716660267131835,3.0234083303574253,-0.9805197975326342,0.7766835992358668,0
1.7220531941854764,0.2412097149053305,-1.2487750857629976,0.2767905767580021,-2.100753335226937,2.5272068415773408,-1.465045346896602,1.7187406954495958,0
1.8320058359056357,1.3777505098904235,-1.5725001665796214,0.11234490843057898,-2.27006419299819,3.5252642177281284,0.04750176757366483,-0.028998852759820615,0
0.2935984656726862,-0.0714342111033095,0.39637952488916284,-1.214381203966175,0.9861642747822895,-1.1003970054053325,-0.4656720620320992,1.1659842323642418,0
2.909097595965198,0.01597813059474762,-2.2600954070083157,-0.2547671574390211,-2.963070750705318,3.404863170982506,-0.33123350406114105,1.2937122228850395,0
-0.0024427333453387323,1.412456656522219,-0.06867536076874559,-1.3969569293566388,1.0568405119340116,-0.11131192775056098,0.83941684869777,-1.1574419302037753,0
2.394424495777381,-0.6004540702181758,-2.061513669075691,-0.5958307478360965,-2.1445543492232675,2.091482450189983,0.8108075122019477,1.3997163479717003,0
-0.6297333789061645,4.119696903052909,-0.9437358863095069,-2.567437419195723,1.9579744308160445,0.8916321499764551,-0.1921237569534755,0.35575732705210616,0
-0.042998472265891596,0.5171132953402326,-0.5003101733039278,0.1238224529213231,-0.3239868064111226,0.741032180386684,-0.38984488750968777,-2.335156606726655,0
1.898610176716643,-0.6060488025652895,-0.9292244173813666,0.707727960188199,-2.403724198994555,2.2299643289196585,0.13962749711486236,-0.9784500455891216,0
2.3557815452618125,-0.3296010862264447,-2.132639137762834,0.2995899026863247,-2.9323713306706227,3.1018901639978522,-0.1634110830476358,-0.9948243279748156,0
0.025422647929101427,2.128912509708737,-0.27333676033870213,2.4020474917275476,-2.3577426656054854,3.947979210340292,0.8132828441091765,0.7317935722743855,0
-1.0512559973702054,-0.1337789877171207,-0.31061756290673603,1.438331801237454,-0.5446794240789636,0.46535948984529385,0.3937225355813351,-0.2538477227485767,0
1.3751028154802893,1.113576804306104,-1.2392636354010051,0.5887030945166545,-2.1665217736416373,3.186682575996464,-0.8785392686349879,-0.06778862248641053,0
0.11490895693947767,2.3753936029676,-0.2108459726548807,3.7325933907146758,-3.558060549822261,5.361055659917186,0.6726351545965781,1.0277050235115446,0
0.1040540100577565,0.2691453852659522,-0.6127150043587045,1.4488041243268108,-1.5981151934202176,1.9070091712022545,0.2843447453417583,0.2604252879691549,0
0.9249141481562896,1.8715815065630785,-0.6254503739056227,1.8973555756606575,-2.743123841474185,4.2350196644184015,0.9018235664136184,1.1355604379323248,0
3.0840958390846205,1.274112755467951,-2.1408428041776633,0.7837917814910362,-4.0351287274304175,5.383267030167156,0.8757813394677986,0.6067169073809511,0
1.1275664927578979,0.12436856608622138,-1.2135785533448722,-0.6773058009058845,-0.8045727822694559,1.0773424457628717,1.2091749274865498,0.7072926175405444,0
0.937360120520567,0.5330029792180726,-1.0924270375391771,0.23880185366201778,-1.4239932225471301,1.9846603318703295,1.522883248181441,-0.4459313825188043,0
0.2693710859724352,1.0780041044239315,-0.5290362053336297,1.065319754490392,-1.4254312875093023,2.2859710709160765,-2.608218110660493,-0.2790780479721967,0
2.1036392228063745,-0.36609724628702667,-1.5323718683373697,-0.44774365024833485,-1.8445405361124334,1.8814148302442915,-1.1163886826240894,0.39716305954937486,0
0.9403534899819168,1.6988662646140567,-0.9421365780864986,-0.2414762107148709,-1.0442372801610382,2.3840114234783147,1.496000168653981,-0.390273471396455,0
0.47453586802120584,0.7356514866873054,-0.6400025408470369,-0.6875530887078807,-0.10244166073089478,0.6942403479013881,-0.3078815523248389,-0.09255759414426146,0
-0.5259031622088244,1.8533852945795168,0.0985928570940906,0.8480680657273432,-0.4273657853861025,1.6993481477466434,-0.18122476786714023,0.5341167228759752,0
3.2286795951646647,-2.6328778767206655,-1.639207816311011,-0.19497750729578223,-2.7892951619820554,1.3409429784076585,0.777765217732249,0.8226690290110417,0
2.101169258890123,0.6275962874629807,-2.1186193747398328,-0.8048246698488373,-1.8618339005132314,2.644151721292184,-0.498933522339474,0.24305124707569903,0
1.1477852977519565,0.1653254434529009,-0.935434837157426,-2.0797521406248087,0.49356458592839236,-0.26704387665728446,0.9733885867538854,-0.6102233342811468,0
-0.7623753977971317,3.4931058611236185,-0.3723532543765704,-2.063129652626513,1.917652074623114,0.43966974102231954,0.6924371369755721,0.7847872452245959,0
2.303730870236941,0.7689118387929549,-2.4222432819109425,-0.689548089503822,-2.2544796214447085,3.1857451448575334,-0.6310986331836078,-0.46391328236383944,0
0.829396971588961,1.2043066354289165,-0.9975487944823451,-1.5846624653191619,0.20591637682887431,0.7459373017332371,0.00555604452433642,-0.37424356616106946,0
-0.1320409619121885,0.18641297026131465,-0.5699273425064879,-0.49317600403303463,0.2690876401003647,-0.09973894820632398,0.4734221064224924,-0.10023469888555335,0
-0.4068229027151318,3.06707431033872,-0.1975597986492056,-0.0011829058689993843,-0.012217634098906555,2.1422044144877095,-0.29531648205094413,0.9638628947499188,0
-1.6570428193546438,5.009019700734594,0.05517210763126368,-1.3426723124567226,2.0470286678459217,1.2830235493443725,0.44811291037726897,0.8729937003804473,0
3.829173879232429,-1.2389154223262349,-3.5204517527591355,-2.364426453298052,-2.293708873957557,1.9948614228459043,-0.022304295671961256,0.2715696795065696,0
0.6433025471133003,0.7197372274979066,-0.6046142735089428,1.5573643202773397,-2.1366090749817648,2.7959592389705237,-0.20952560532267842,-1.2851898583817767,0
1.9971146160836706,2.258858646000876,-1.0655841495667486,0.46107708740904285,-2.551658199206075,4.384760120579012,-0.7228161459351111,-0.3664136088573037,0
1.599397778427712,0.3798362613858304,-1.6412032646533077,-2.3288582388899473,0.04704893586947523,0.4286331221234221,1.9487188639407338,-0.4973894134984872,0
1.8129597317246455,0.2942474050346874,-1.6312162735612248,1.765272200499795,-3.608941407948948,4.168566451722075,-0.9096811706563025,1.4577236936997076,0
2.211206057970971,-2.2810075697490646,-0.7053871359951336,-0.8432243587539644,-1.0900208847101878,-0.30380832467097285,0.9400747540902192,0.656538364501498,0
-0.7854762712480685,0.8157307289488629,0.061915015942955565,0.17308151164410812,0.4157202790622052,0.10029384630378202,0.6569701600308779,1.0663564921322837,0
0.2835015861198583,-0.3624160629914135,0.7531556345057384,-0.2599303177461769,0.35006594212979225,-0.6768261090845988,-1.1415432989576233,-0.4075636676942593,0
